# Type                      | Price  | Qty  | Rar  | Sells  | Buys   | World             | Category            | Material            | Market
---------------------------------------------------------------------------------------------------------------------------------------------
AbbatoirDeed              |    440 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Butcher
LargeHollowBook           |    600 |    1 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Scribe
LargeKnife                |     21 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
LargePegasusStatue        |    700 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
LargeSack                 |     10 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Provisions
LargeStatueLion           |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
LargeStatueWolf           |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
LargeStoneTableEastDeed   |    960 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
LargeStoneTableSouthDeed  |    960 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
LargeTable                |     20 |    1 |   90 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
LargeVase                 |    536 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
AniLargeVioletFlask       |    100 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
apiLargeWaxPot            |    400 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Wax
BronzeShield              |     66 |   15 |    0 | false  | false  | World.None        | Category.Shield     | Material.Metal      | Market.Smith
LawnTools                 |    500 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
Leafblade                 |     21 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
LearnGraniteBook          |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
LearnLeatherBook          |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
LearnMetalBook            |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
LearnMiscBook             |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
LearnReagentsBook         |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
LearnScalesBook           |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
LearnStealingBook         |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Thief
LearnTailorBook           |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
LearnTitles               |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
LearnTraps                |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
LearnWoodBook             |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
DDRelicLeather            |      1 |    0 |  200 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
LeatherArms               |     80 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherBoots              |     90 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Shoes
LeatherBustierArms        |     97 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherCap                |     10 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
HornedTribalMask          |     20 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
TribalMask                |     20 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
SavageMask                |     20 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherChest              |    101 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherCloak              |    120 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherDo                 |     87 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
LeatherGloves             |     60 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherGorget             |     74 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherHaidate            |     54 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
LeatherHiroSode           |     49 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
LeatherJingasa            |     11 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
Leather                   |      5 |   15 |    0 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
HornedLeather             |      6 |   15 |   50 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
BarbedLeather             |      8 |   15 |   55 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
NecroticLeather           |      9 |   15 |   60 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
VolcanicLeather           |     10 |   15 |   65 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
SpinedLeather             |     13 |   15 |   70 | false  | false  | World.Sea         | Category.Resource   | Material.None       | Market.Leather
FrozenLeather             |     11 |   15 |   75 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
GoliathLeather            |     14 |   15 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
DraconicLeather           |     15 |   15 |   85 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
HellishLeather            |     16 |   15 |   87 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
DinosaurLeather           |     18 |   15 |   89 | false  | false  | World.Savage      | Category.Resource   | Material.None       | Market.Leather
AlienLeather              |     19 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
LeatherLegs               |     80 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherMempo              |     28 |    0 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
LeatherNinjaBelt          |     24 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.Cloth      | Market.Monk
LeatherNinjaHood          |     10 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
LeatherNinjaJacket        |     51 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
LeatherNinjaMitts         |     60 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
LeatherNinjaPants         |     49 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
LeatherRobe               |    160 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherSandals            |     60 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Shoes
LeatherShoes              |     75 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Shoes
LeatherShorts             |     86 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherSkirt              |     87 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Leather
LeatherSoftBoots          |    120 |    0 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Shoes
LeatherSuneate            |     55 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Leather    | Market.Monk
LeatherThighBoots         |    105 |   15 |    0 | false  | false  | World.None        | Category.Armor      | Material.Leather    | Market.Shoes
LeatherworkingTools       |      3 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Leather
AdesoteLeather            |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
BiomeshLeather            |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
CerlinLeather             |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
DurafiberLeather          |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
FlexicrisLeather          |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
HyperclothLeather         |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
NylarLeather              |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
NyloniteLeather           |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
PolyfiberLeather          |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
SynclothLeather           |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
ThermoweaveLeather        |     25 |    0 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Leather
LeftArm                   |     20 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
LeftLeg                   |     20 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Evil
Lemon                     |      3 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
Lettuce                   |      5 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
LibrarianCrate            |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Scribe
light_dragon_brazier      |    750 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
light_wall_torch          |     50 |   31 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
LightBrownTreeDeed        |    540 |    2 |   90 | false  | false  | World.None        | Category.None       | Material.None       | Market.Druid
LightHouseAddonDeed       |   1600 |    0 |    0 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Home
LightPlateJingasa         |     56 |    0 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Metal      | Market.Monk,Market.Smith
Lime                      |      3 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Farmer
LocalMap                  |      6 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cartographer
Lockpick                  |     12 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Thief
Log                       |      5 |   15 |    0 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
AshLog                    |      6 |   15 |   50 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
CherryLog                 |      6 |   15 |   55 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
EbonyLog                  |      8 |   15 |   60 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
GoldenOakLog              |      8 |   15 |   65 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
HickoryLog                |     10 |   15 |   70 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
MahoganyLog               |     10 |   15 |   75 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
OakLog                    |     12 |   15 |   80 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
PineLog                   |     12 |   15 |   85 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
GhostLog                  |     12 |   15 |   87 | false  | false  | World.Necro       | Category.Resource   | Material.None       | Market.Lumber
RosewoodLog               |     14 |   15 |   89 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
WalnutLog                 |     14 |   15 |   91 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Lumber
PetrifiedLog              |     16 |   15 |   93 | false  | false  | World.Underworld  | Category.Resource   | Material.None       | Market.Lumber
DriftwoodLog              |     10 |   15 |   95 | false  | false  | World.Sea         | Category.Resource   | Material.None       | Market.Lumber
ElvenLog                  |     28 |   15 |   97 | false  | false  | World.Lodor       | Category.Resource   | Material.None       | Market.Lumber
LoinCloth                 |     10 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
LongFlask                 |     80 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
LongPants                 |     10 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
Longsword                 |     55 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
LoomEastDeed              |    376 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tailor
LoomSouthDeed             |    376 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tailor
LootChest                 |   1200 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Art
LoreGuidetoAdventure      |      5 |   15 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Sage
MagicHorn                 |     21 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bard
Pipes                     |     21 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bard
Fiddle                    |     21 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bard
Lute                      |     21 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bard
Mace                      |     28 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
MageEye                   |      2 |  150 |    0 | false  | false  | World.None        | Category.Resource   | Material.None       | Market.Mage
ClumsyScroll              |     10 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
CreateFoodScroll          |     10 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
FeeblemindScroll          |     10 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
HealScroll                |     10 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MagicArrowScroll          |     10 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
NightSightScroll          |     10 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ReactiveArmorScroll       |     10 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
WeakenScroll              |     10 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
AgilityScroll             |     20 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
CunningScroll             |     20 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
CureScroll                |     20 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
HarmScroll                |     20 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MagicTrapScroll           |     20 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MagicUnTrapScroll         |     20 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ProtectionScroll          |     20 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
StrengthScroll            |     20 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
BlessScroll               |     30 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
FireballScroll            |     30 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MagicLockScroll           |     30 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
PoisonScroll              |     30 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
TelekinisisScroll         |     30 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
TeleportScroll            |     30 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
UnlockScroll              |     30 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
WallOfStoneScroll         |     30 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ArchCureScroll            |     40 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ArchProtectionScroll      |     40 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
CurseScroll               |     40 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
FireFieldScroll           |     40 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
GreaterHealScroll         |     40 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
LightningScroll           |     40 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ManaDrainScroll           |     40 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
RecallScroll              |     40 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
BladeSpiritsScroll        |     50 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
DispelFieldScroll         |     50 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
IncognitoScroll           |     50 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MagicReflectScroll        |     50 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MindBlastScroll           |     50 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ParalyzeScroll            |     50 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
PoisonFieldScroll         |     50 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
SummonCreatureScroll      |     50 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
DispelScroll              |     60 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
EnergyBoltScroll          |     60 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ExplosionScroll           |     60 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
InvisibilityScroll        |     60 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MarkScroll                |     60 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MassCurseScroll           |     60 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ParalyzeFieldScroll       |     60 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
RevealScroll              |     60 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ChainLightningScroll      |     70 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
EnergyFieldScroll         |     70 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
FlamestrikeScroll         |     70 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
GateTravelScroll          |     70 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ManaVampireScroll         |     70 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MassDispelScroll          |     70 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MeteorSwarmScroll         |     70 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
PolymorphScroll           |     70 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
EarthquakeScroll          |     80 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
EnergyVortexScroll        |     80 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
ResurrectionScroll        |     80 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
SummonAirElementalScroll  |     80 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
SummonDaemonScroll        |     80 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
SummonEarthElementalScroll |     80 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
SummonFireElementalScroll |     80 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
SummonWaterElementalScroll |     80 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Mage
MagicalShortbow           |     42 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Wood       | Market.Bow
MagicWizardsHat           |     11 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Wizard
MagistrateRobe            |     40 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Tailor
MahjongGame               |    200 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Inn
Mailbox                   |    158 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
MaleKimono                |     18 |    0 |    0 | false  | false  | World.Orient      | Category.None       | Material.Cloth      | Market.Monk
MalletAndChisel           |      3 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
ManyArrows100             |    200 |   10 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bow
ManyArrows1000            |   2000 |   10 |  101 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bow
ManyBolts100              |    200 |   10 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bow
ManyBolts1000             |   2000 |   10 |  101 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bow
PlaceMap                  |    100 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cartographer
MapleArmoire              |    198 |    1 |   90 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
MapmakersPen              |      8 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cartographer
MapWorld                  |     60 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cartographer
MarbleStatueMaker         |  50000 |    1 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
MarbleWellDeed            |    500 |    1 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
MarlinEastAddonDeed       |   1600 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Fisherman
MarlinSouthAddonDeed      |   1600 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Fisherman
MasonryBook               |  10625 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
MasterSkeletonsKey        |    500 |    1 |   95 | false  | false  | World.None        | Category.None       | Material.None       | Market.Thief
MaterialLiquifier         |    600 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Tinker
Maul                      |     21 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
CubedMeat                 |      7 |    0 |    0 | false  | false  | World.None        | Category.Supply     | Material.None       | Market.Cook
MeatPie                   |     30 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Butcher
MediumBoatDeed            |  12000 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Sailor
MediumCrate               |     12 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
MediumDragonBoatDeed      |  13000 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Sailor
MediumFlask               |     60 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
MediumStatueLion          |    700 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
MediumStoneTableEastDeed  |    760 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
MediumStoneTableSouthDeed |    760 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
MedusaStatue              |    500 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Stone
MegalodonTooth            |   4000 |    0 |    0 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Fisherman
DungeoneerCrate           |    500 |    1 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Provisions
MetalKiteShield           |    123 |   15 |    0 | false  | false  | World.None        | Category.Shield     | Material.Metal      | Market.Smith
MetalSafe                 |   5000 |    5 |   50 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Banker
MetalShield               |    121 |   15 |    0 | false  | false  | World.None        | Category.Shield     | Material.Metal      | Market.Smith
MetalVault                |   5000 |    5 |   50 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Banker
MisoSoup                  |      3 |   15 |    0 | false  | false  | World.Orient      | Category.None       | Material.None       | Market.Monk
MongbatDartBoardEastDeed  |   1200 |    3 |   50 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
MongbatDartBoardSouthDeed |   1200 |    3 |   50 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
MonkRobe                  |    136 |   15 |    0 | false  | false  | World.Orient      | Category.None       | Material.Cloth      | Market.Monk
Monocle                   |     24 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Sage
MountedTrophyHead         |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Art
MovingBox                 |    500 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
Muffins                   |      3 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Cook
MusicianCrate             |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Bard
MyCircusTentEastAddonDeed |   1000 |    1 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Jester
MyCircusTentSouthAddonDeed |   1000 |    1 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Jester
MysticSpellbook           |    190 |    5 |    0 | false  | false  | World.Orient      | Category.Book       | Material.None       | Market.Monk
MyTentEastAddonDeed       |   1000 |    1 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
MyTentSouthAddonDeed      |   1000 |    1 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Home
NecroHorse                |  10000 |    5 |  101 | false  | false  | World.None        | Category.None       | Material.None       | Market.Necro
NecromancerBanner         |    350 |    3 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Death
NecromancerCrate          |    400 |    5 |   75 | false  | false  | World.None        | Category.None       | Material.None       | Market.Death
NecromancerRobe           |     40 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.Cloth      | Market.Necro
NecromancerSpellbook      |    115 |    5 |    0 | false  | false  | World.None        | Category.Book       | Material.None       | Market.Necro
NecromancerTable          |    520 |    3 |   80 | false  | false  | World.None        | Category.None       | Material.None       | Market.Death
CurseWeaponScroll         |     12 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
BloodOathScroll           |     25 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
CorpseSkinScroll          |     28 |    5 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
AnimateDeadScroll         |     52 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
EvilOmenScroll            |     52 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
PainSpikeScroll           |     52 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
SummonFamiliarScroll      |     52 |    5 |  101 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
HorrificBeastScroll       |     54 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
